"","month","year","BNFSectionName","id","Quantity"
"298","April","2009","Indwelling Pleural Cath Drain System","April 2009",148
"299","April","2009","Inhalation Solutions","April 2009",2452
"300","April","2009","Intravenous Nutrition","April 2009",158
"301","April","2009","Irrigation Solutions","April 2009",857021
"302","April","2009","Irrigation Washout Appliances","April 2009",29693
"303","April","2009","Laxatives","April 2009",223022522
"304","April","2009","Leg Bags","April 2009",537513
"305","April","2009","Leg Ulcer Wrap","April 2009",27
"306","April","2009","Lints","April 2009",89850
"307","April","2009","Lipid-Regulating Drugs","April 2009",159330279
"308","April","2009","Local Anaesthesia","April 2009",796026
"309","April","2009","Local Anaesthetics","April 2009",1043
"310","April","2009","Local Prepn for Anal & Rectal Disorders","April 2009",3494046
"311","April","2009","Local Sclerosants","April 2009",12
"312","April","2009","Lubricant Gels","April 2009",930944
"313","April","2009","Lymphoedema Garments","April 2009",8376
"314","April","2009","Metabolic Disorders","April 2009",153177
"315","April","2009","Minerals","April 2009",14662841
"316","April","2009","Miscellaneous Ophthalmic Preparations","April 2009",9282901
"317","April","2009","Miscellaneous Topical Preparations","April 2009",4122
"318","April","2009","Mucolytics","April 2009",9568889
"319","April","2009","Mydriatics And Cycloplegics","April 2009",101794
"320","April","2009","Nasal Products","April 2009",16159
"321","April","2009","Night Drainage Bags","April 2009",1279291
"322","April","2009","Nit,Calc Block & Other Antianginal Drugs","April 2009",129042920
"323","April","2009","Oral Film Forming Agents","April 2009",33963
"324","April","2009","Oral Nutrition","April 2009",1970069523
"325","April","2009","Other Appliances","April 2009",40450699
"326","April","2009","Other Endocrine Drugs","April 2009",246987
"327","April","2009","Other Health Supplements","April 2009",4760008
"328","April","2009","Other Preparations","April 2009",30493
"329","April","2009","Oxygen Masks","April 2009",32
"330","April","2009","Peak Flow Meters","April 2009",17500
"331","April","2009","Plantar Pressure Offloading Device","April 2009",1599
"332","April","2009","Plasters","April 2009",3221
"333","April","2009","Positive Inotropic Drugs","April 2009",9517384
"334","April","2009","Preparations For Eczema And Psoriasis","April 2009",12923960
"335","April","2009","Preparations For Warts And Calluses","April 2009",350915
"336","April","2009","Pressure Plates/Shields","April 2009",8906
"337","April","2009","Selective Preparations","April 2009",14053332
"338","April","2009","Sex Hormones","April 2009",22416321
"339","April","2009","Sex Hormones & Antag In Malig Disease","April 2009",5600048
"340","April","2009","Shampoo&Other Preps For Scalp&Hair Cond","April 2009",25382340
"341","April","2009","Silk Garments","April 2009",1358
"342","April","2009","Single Substances","April 2009",317583
"343","April","2009","Skin Adhesive,Sterile","April 2009",34
"344","April","2009","Skin Cleansers,Antiseptics & Desloughing","April 2009",5829999
"345","April","2009","Skin Closure Strips, Sterile","April 2009",53361
"346","April","2009","Skin Fillers And Protectives","April 2009",426733
"347","April","2009","Skin Protectors","April 2009",285994
"348","April","2009","Soft-Tissue Disorders & Topical Pain Rel","April 2009",42725055
"349","April","2009","Stockinette","April 2009",211453
"350","April","2009","Stoma Caps/Dressings","April 2009",56815
"351","April","2009","Stoma Care","April 2009",6903
"352","April","2009","Sunscreens And Camouflagers","April 2009",2234311
"353","April","2009","Surgical Adhesive Tape","April 2009",155376
"354","April","2009","Surgical Sutures","April 2009",171
"355","April","2009","Suspensory Systems","April 2009",2156
"356","April","2009","Swabs","April 2009",8561821
"357","April","2009","Sympathomimetics","April 2009",56043
"358","April","2009","Systemic Nasal Decongestants","April 2009",2887880
"359","April","2009","Thyroid And Antithyroid Drugs","April 2009",76314267
"360","April","2009","Top Local Anaesthetics & Antipruritics","April 2009",5740869
"361","April","2009","Topical Circulatory Preparations","April 2009",682081
"362","April","2009","Topical Corticosteroids","April 2009",53163157
"363","April","2009","Tracheostomy & Laryngectomy Appliances","April 2009",308153
"364","April","2009","Treatment Of Glaucoma","April 2009",3906338
"365","April","2009","Treatment Of Vaginal & Vulval Conditions","April 2009",3329227
"366","April","2009","Trusses","April 2009",511
"367","April","2009","Tubing & Accessories","April 2009",2684
"368","April","2009","Tubing And Accessories","April 2009",64743
"369","April","2009","Two Piece Ostomy Systems","April 2009",1285046
"370","April","2009","Unspecified Dressing","April 2009",980
"371","April","2009","Urinal Systems","April 2009",8361
"372","April","2009","Urostomy Bags","April 2009",196760
"373","April","2009","Vaccines And Antisera","April 2009",19115
"374","April","2009","Vacuum Pumps for Erectile Dysfunction","April 2009",606
"375","April","2009","Vaginal Dilators","April 2009",184
"376","April","2009","Vaginal Moisturisers","April 2009",8913
"377","April","2009","Vaginal PH Correction Products","April 2009",545
"378","April","2009","Vehicles and Emulsifying Agents","April 2009",1126145
"379","April","2009","Venous Ulcer Compression System","April 2009",5930
"380","April","2009","Vitamins","April 2009",61123358
"381","April","2009","Waters","April 2009",2805597
"382","April","2009","Wound Management & other Dressings","April 2009",6070424
"383","April","2009","Wound Management Products","April 2009",18845
"384","April","2009","X-Ray Contrast Media","April 2009",2100
"385","April","2010","Absorbent Cottons","April 2010",508300
"386","April","2010","Acids","April 2010",453411
"387","April","2010","Acne and Rosacea","April 2010",9330963
"388","April","2010","Acne Treatment","April 2010",100
"389","April","2010","Acute Diarrhoea","April 2010",9417252
"390","April","2010","Adhesive (Pastes/Sprays/Solutions)","April 2010",3326
"391","April","2010","Adhesive Discs/Rings/Pads/Plasters","April 2010",678819
"392","April","2010","Adhesive Removers (Sprays/Liquids/Wipes)","April 2010",295490
"393","April","2010","Alcohol, Wines & Spirits","April 2010",298
"394","April","2010","Anaemias + Other Blood Disorders","April 2010",48395112
"395","April","2010","Anal Irrigation System","April 2010",2540
"396","April","2010","Anal Plugs","April 2010",9123
"397","April","2010","Analgesics","April 2010",488163816
"398","April","2010","Anthelmintics","April 2010",261554
"399","April","2010","Anti-Arrhythmic Drugs","April 2010",4285633
"400","April","2010","Anti-Infective Eye Preparations","April 2010",1829404
"401","April","2010","Anti-Infective Skin Preparations","April 2010",10893674
"402","April","2010","Antibacterial Drugs","April 2010",123812293
"403","April","2010","Anticoagulants And Protamine","April 2010",37757289
"404","April","2010","Antidepressant Drugs","April 2010",132840133
"405","April","2010","Antiepileptics","April 2010",105396444
"406","April","2010","Antifibrinolytic Drugs & Haemostatics","April 2010",1939756
"407","April","2010","Antifungal Drugs","April 2010",4441880
"408","April","2010","Antihist, Hyposensit & Allergic Emergen","April 2010",54867837
"409","April","2010","Antiperspirants","April 2010",454143
"410","April","2010","Antiplatelet Drugs","April 2010",108176936
"411","April","2010","Antiprotozoal Drugs","April 2010",9831342
"412","April","2010","Antisecretory Drugs+Mucosal Protectants","April 2010",125067419
"413","April","2010","Antispasmod.&Other Drgs Alt.Gut Motility","April 2010",25438377
"414","April","2010","Antiviral Drugs","April 2010",2413888
"415","April","2010","Arm Sling/Bandages","April 2010",1318059
"416","April","2010","Aromatic Inhalations","April 2010",189357
"417","April","2010","Bag Closures","April 2010",48166
"418","April","2010","Bag Covers","April 2010",2658
"419","April","2010","Base/Dil/Susp Agents/Stabilisers","April 2010",26631726
"420","April","2010","Belts","April 2010",8422
"421","April","2010","Beta-Adrenoceptor Blocking Drugs","April 2010",93458167
"422","April","2010","Bitters And Tonics","April 2010",18050
"423","April","2010","Bronchodilators","April 2010",22909776
"424","April","2010","Catheter Maintenance Solutions","April 2010",121182
"425","April","2010","Catheter Valves","April 2010",40798
"426","April","2010","Catheters","April 2010",235334
"427","April","2010","Cellulose Wadding BP 1988","April 2010",1000
"428","April","2010","Cervical Collar","April 2010",157
"429","April","2010","Chiropody Appliances","April 2010",10339
"430","April","2010","Chronic Bowel Disorders","April 2010",22209537
"431","April","2010","CNS Stimulants and drugs used for ADHD","April 2010",3550447
"432","April","2010","Colostomy Bags","April 2010",1961986
"433","April","2010","Colouring,Flavouring & Sweetening Agents","April 2010",126
"434","April","2010","Compound Vit/Mineral Formulations","April 2010",1346515
"435","April","2010","Contraceptive Devices","April 2010",1406
"436","April","2010","Contraceptives","April 2010",58391203
"437","April","2010","Cordials/Soft Drinks","April 2010",3655619
"438","April","2010","Corti'roids & Other Anti-Inflamm.Preps.","April 2010",3253734
"439","April","2010","Corticosteroids (Endocrine)","April 2010",28525500
"440","April","2010","Corticosteroids (Respiratory)","April 2010",2204182
"441","April","2010","Cough Preparations","April 2010",20967500
"442","April","2010","Cromoglycate,Rel,Leukotriene Antagonists","April 2010",3758889
"443","April","2010","Cycloidal Vibration Accessories","April 2010",1582
"444","April","2010","Cytotoxic Drugs","April 2010",640236
"445","April","2010","Deodorants","April 2010",77490
"446","April","2010","Discharge Solidifying Agents","April 2010",271711
"447","April","2010","Disinfectants,Preserv&Sterilising Agents","April 2010",510
"448","April","2010","Diuretics","April 2010",108706784
"449","April","2010","Drainable Dribbling Appliances","April 2010",7
"450","April","2010","Drugs Acting On The Ear","April 2010",991026
"451","April","2010","Drugs Acting On The Nose","April 2010",2226420
"452","April","2010","Drugs Acting On The Oropharynx","April 2010",32321627
"453","April","2010","Drugs Affecting Bone Metabolism","April 2010",4177141
"454","April","2010","Drugs Affecting Intestinal Secretions","April 2010",6979917
"455","April","2010","Drugs Affecting The Immune Response","April 2010",8384704
"456","April","2010","Drugs for Dementia","April 2010",3176096
"457","April","2010","Drugs For Genito-Urinary Disorders","April 2010",27046378
"458","April","2010","Drugs For Relief Of Soft-Tissue Inflamm","April 2010",45730185
"459","April","2010","Drugs Used In Diabetes","April 2010",204647999
"460","April","2010","Drugs Used In Nausea And Vertigo","April 2010",39088317
"461","April","2010","Drugs Used In Neuromuscular  Disorders","April 2010",14603065
"462","April","2010","Drugs Used In Obstetrics","April 2010",134
"463","April","2010","Drugs Used In Park'ism/Related Disorders","April 2010",21087385
"464","April","2010","Drugs Used In Psychoses & Rel.Disorders","April 2010",30753607
"465","April","2010","Drugs Used In Rheumatic Diseases & Gout","April 2010",107081616
"466","April","2010","Drugs Used In Substance Dependence","April 2010",175512820
"467","April","2010","Drugs used in the Treatment of Obesity","April 2010",8062570
"468","April","2010","Dry Mouth Products","April 2010",97118
"469","April","2010","Dyspep&Gastro-Oesophageal Reflux Disease","April 2010",162677407
"470","April","2010","Elastic Hosiery","April 2010",154503
"471","April","2010","Emollient & Barrier Preparations","April 2010",612728728
"472","April","2010","Emollients","April 2010",42860690
"473","April","2010","Eye Products","April 2010",215191
"474","April","2010","Faecal Collectors","April 2010",194
"475","April","2010","Filters/Bridges","April 2010",32249
"476","April","2010","Flanges","April 2010",213
"477","April","2010","Fluids And Electrolytes","April 2010",7040962
"478","April","2010","Foam","April 2010",41
"479","April","2010","Foods","April 2010",49469115
"480","April","2010","Gauzes & Gauze Tissue","April 2010",2431680
"481","April","2010","General Anaesthesia","April 2010",105866
