"","month","year","BNFSectionName","id","NIC"
"146","April","2008","Sex Hormones","April 2008",6862600.39788213
"147","April","2008","Sex Hormones & Antag In Malig Disease","April 2008",13733013.0392041
"148","April","2008","Shampoo&Other Preps For Scalp&Hair Cond","April 2008",693363.473726511
"149","April","2008","Silk Garments","April 2008",7977.73998641968
"150","April","2008","Single Substances","April 2008",7388.23991417885
"151","April","2008","Skin Adhesive,Sterile","April 2008",497.740010261536
"152","April","2008","Skin Cleansers,Antiseptics & Desloughing","April 2008",95813.6101621389
"153","April","2008","Skin Closure Strips, Sterile","April 2008",5904.16979980469
"154","April","2008","Skin Fillers And Protectives","April 2008",1272289.44608307
"155","April","2008","Skin Protectors","April 2008",482927.765183926
"156","April","2008","Sodium Hyaluronate","April 2008",2376.40009784698
"157","April","2008","Soft-Tissue Disorders & Topical Pain Rel","April 2008",2394801.76725352
"158","April","2008","Stockinette","April 2008",1073194.97589386
"159","April","2008","Stoma Caps/Dressings","April 2008",76159.8602790833
"160","April","2008","Stoma Care","April 2008",371.720001220703
"161","April","2008","Sunscreens And Camouflagers","April 2008",302847.373806834
"162","April","2008","Surgical Adhesive Tape","April 2008",183768.200500488
"163","April","2008","Surgical Sutures","April 2008",290.790002584457
"164","April","2008","Suspensory Systems","April 2008",16079.3100233078
"165","April","2008","Swabs","April 2008",186432.062988281
"166","April","2008","Sympathomimetics","April 2008",25730.2402844429
"167","April","2008","Systemic Nasal Decongestants","April 2008",59202.3594212532
"168","April","2008","Thyroid And Antithyroid Drugs","April 2008",2317130.66662216
"169","April","2008","Top Local Anaesthetics & Antipruritics","April 2008",113048.859024912
"170","April","2008","Topical Circulatory Preparations","April 2008",55826.8314054012
"171","April","2008","Topical Corticosteroids","April 2008",5687197.87479031
"172","April","2008","Tracheostomy & Laryngectomy Appliances","April 2008",441184.817507744
"173","April","2008","Treatment Of Glaucoma","April 2008",8191417.38489151
"174","April","2008","Treatment Of Vaginal & Vulval Conditions","April 2008",858755.16687727
"175","April","2008","Trusses","April 2008",13254.0102119446
"176","April","2008","Tubing & Accessories","April 2008",8103.55993652344
"177","April","2008","Tubing And Accessories","April 2008",130779.869078755
"178","April","2008","Two Piece Ostomy Systems","April 2008",2786548.55841255
"179","April","2008","Unspecified Dressing","April 2008",6816.64990234375
"180","April","2008","Urinal Systems","April 2008",46671.0303643942
"181","April","2008","Urostomy Bags","April 2008",938838.500867844
"182","April","2008","Vaccines And Antisera","April 2008",359113.676391125
"183","April","2008","Vacuum Pumps for Erectile Dysfunction","April 2008",60790.8102416992
"184","April","2008","Vaginal Dilators","April 2008",3902.02001953125
"185","April","2008","Vaginal Moisturisers","April 2008",27997.7104492188
"186","April","2008","Vehicles and Emulsifying Agents","April 2008",9534.92018663883
"187","April","2008","Venous Ulcer Compression System","April 2008",109346.2596035
"188","April","2008","Vitamins","April 2008",4816570.59448214
"189","April","2008","Waters","April 2008",10244.8200531006
"190","April","2008","Wound Management & other Dressings","April 2008",10362117.07195
"191","April","2008","Wound Management Products","April 2008",72331.796875
"192","April","2008","X-Ray Contrast Media","April 2008",62.3199996948242
"193","April","2009","Absorbent Cottons","April 2009",6855.39985656738
"194","April","2009","Acids","April 2009",11665.750124529
"195","April","2009","Acne and Rosacea","April 2009",1797305.20111746
"196","April","2009","Acute Diarrhoea","April 2009",378712.630062342
"197","April","2009","Adhesive (Pastes/Sprays/Solutions)","April 2009",6792.35985565186
"198","April","2009","Adhesive Discs/Rings/Pads/Plasters","April 2009",224238.180344224
"199","April","2009","Adhesive Removers (Sprays/Liquids/Wipes)","April 2009",468588.129386902
"200","April","2009","Alcohol, Wines & Spirits","April 2009",127.940002441406
"201","April","2009","Anaemias + Other Blood Disorders","April 2009",3581152.93527484
"202","April","2009","Anal Irrigation System","April 2009",179579.5
"203","April","2009","Anal Plugs","April 2009",20803.2197265625
"204","April","2009","Analgesics","April 2009",34315536.5885827
"205","April","2009","Anthelmintics","April 2009",21161.7899551392
"206","April","2009","Anti-Arrhythmic Drugs","April 2009",584199.829703569
"207","April","2009","Anti-Infective Eye Preparations","April 2009",663259.919236898
"208","April","2009","Anti-Infective Skin Preparations","April 2009",1889516.09208935
"209","April","2009","Antibacterial Drugs","April 2009",10885567.6340227
"210","April","2009","Anticoagulants And Protamine","April 2009",3480800.42783833
"211","April","2009","Antidepressant Drugs","April 2009",18158753.6530375
"212","April","2009","Antiepileptics","April 2009",22500030.1826794
"213","April","2009","Antifibrinolytic Drugs & Haemostatics","April 2009",233189.893834114
"214","April","2009","Antifungal Drugs","April 2009",1332544.61916161
"215","April","2009","Antihist, Hyposensit & Allergic Emergen","April 2009",3812174.2531631
"216","April","2009","Antiperspirants","April 2009",20720.6700134277
"217","April","2009","Antiplatelet Drugs","April 2009",15144720.2224113
"218","April","2009","Antiprotozoal Drugs","April 2009",779419.017159939
"219","April","2009","Antisecretory Drugs+Mucosal Protectants","April 2009",14370040.3746619
"220","April","2009","Antispasmod.&Other Drgs Alt.Gut Motility","April 2009",2416704.20042324
"221","April","2009","Antiviral Drugs","April 2009",1331473.33255005
"222","April","2009","Arm Sling/Bandages","April 2009",1731788.0238781
"223","April","2009","Aromatic Inhalations","April 2009",1656.7200717926
"224","April","2009","Bag Closures","April 2009",11875.9300813675
"225","April","2009","Bag Covers","April 2009",20805.9399752617
"226","April","2009","Base/Dil/Susp Agents/Stabilisers","April 2009",452688.908875465
"227","April","2009","Belts","April 2009",129985.269607067
"228","April","2009","Beta-Adrenoceptor Blocking Drugs","April 2009",7123979.10257441
"229","April","2009","Bitters And Tonics","April 2009",5529.90015602112
"230","April","2009","Bronchodilators","April 2009",21690641.2533343
"231","April","2009","Catheter Maintenance Solutions","April 2009",417290.898986816
"232","April","2009","Catheter Valves","April 2009",100353.31278801
"233","April","2009","Catheters","April 2009",5385907.16870594
"234","April","2009","Cellulose Wadding BP 1988","April 2009",24.2000007629395
"235","April","2009","Cervical Collar","April 2009",392.799995422363
"236","April","2009","Chiropody Appliances","April 2009",7155.15996742249
"237","April","2009","Chronic Bowel Disorders","April 2009",5947251.07356262
"238","April","2009","CNS Stimulants and drugs used for ADHD","April 2009",3024957.28462267
"239","April","2009","Colostomy Bags","April 2009",4967046.6856842
"240","April","2009","Colostomy Sets","April 2009",1027.64999389648
"241","April","2009","Colouring,Flavouring & Sweetening Agents","April 2009",31.9400005340576
"242","April","2009","Compound Vit/Mineral Formulations","April 2009",148695.758992851
"243","April","2009","Contraceptive Devices","April 2009",14146.7099971771
"244","April","2009","Contraceptives","April 2009",5474673.37363434
"245","April","2009","Cordials/Soft Drinks","April 2009",14593.2101325989
"246","April","2009","Corti'roids & Other Anti-Inflamm.Preps.","April 2009",1024350.51875257
"247","April","2009","Corticosteroids (Endocrine)","April 2009",4375403.64032412
"248","April","2009","Corticosteroids (Respiratory)","April 2009",44642793.244936
"249","April","2009","Cough Preparations","April 2009",82235.729988873
"250","April","2009","Cromoglycate,Rel,Leukotriene Antagonists","April 2009",3045607.74781418
"251","April","2009","Cycloidal Vibration Accessories","April 2009",2184
"252","April","2009","Cytotoxic Drugs","April 2009",984182.37804985
"253","April","2009","Deodorants","April 2009",124913.999773979
"254","April","2009","Discharge Solidifying Agents","April 2009",93933.4708862305
"255","April","2009","Disinfectants,Preserv&Sterilising Agents","April 2009",9.16999983787537
"256","April","2009","Diuretics","April 2009",4767166.53016138
"257","April","2009","Drainable Dribbling Appliances","April 2009",49.7900009155273
"258","April","2009","Drugs Acting On The Ear","April 2009",532818.713475704
"259","April","2009","Drugs Acting On The Nose","April 2009",4654337.78433871
"260","April","2009","Drugs Acting On The Oropharynx","April 2009",662626.549360991
"261","April","2009","Drugs Affecting Bone Metabolism","April 2009",5615720.44978333
"262","April","2009","Drugs Affecting Intestinal Secretions","April 2009",1784999.31854439
"263","April","2009","Drugs Affecting The Immune Response","April 2009",7958560.07949829
"264","April","2009","Drugs for Dementia","April 2009",6842058.45584106
"265","April","2009","Drugs For Genito-Urinary Disorders","April 2009",15121536.9297124
"266","April","2009","Drugs Used In Diabetes","April 2009",48155430.0468669
"267","April","2009","Drugs Used In Nausea And Vertigo","April 2009",2714023.90068483
"268","April","2009","Drugs Used In Neuromuscular  Disorders","April 2009",847613.29858017
"269","April","2009","Drugs Used In Obstetrics","April 2009",33.3000004291534
"270","April","2009","Drugs Used In Park'ism/Related Disorders","April 2009",9168654.95798409
"271","April","2009","Drugs Used In Psychoses & Rel.Disorders","April 2009",22000040.7186977
"272","April","2009","Drugs Used In Rheumatic Diseases & Gout","April 2009",10787608.9527624
"273","April","2009","Drugs Used In Substance Dependence","April 2009",10416302.9344454
"274","April","2009","Drugs used in the Treatment of Obesity","April 2009",3318178.59375
"275","April","2009","Dry Mouth Products","April 2009",6274.44995117188
"276","April","2009","Dyspep&Gastro-Oesophageal Reflux Disease","April 2009",2051350.22563475
"277","April","2009","Elastic Hosiery","April 2009",792372.744962692
"278","April","2009","Emollient & Barrier Preparations","April 2009",6480073.08166051
"279","April","2009","Emollients","April 2009",405053.008377075
"280","April","2009","Eye Products","April 2009",31223.7699518204
"281","April","2009","Faecal Collectors","April 2009",1508.5
"282","April","2009","Filters/Bridges","April 2009",9285.68008804321
"283","April","2009","Flanges","April 2009",4332.87999486923
"284","April","2009","Fluids And Electrolytes","April 2009",829664.264058113
"285","April","2009","Foam","April 2009",193.199996948242
"286","April","2009","Foods","April 2009",414764.077365398
"287","April","2009","Gauzes & Gauze Tissue","April 2009",123400.400930405
"288","April","2009","General Anaesthesia","April 2009",114830.781560421
"289","April","2009","Health Supplements","April 2009",103016.419953346
"290","April","2009","Hypertension and Heart Failure","April 2009",31970021.046672
"291","April","2009","Hypnotics And Anxiolytics","April 2009",5437542.57997727
"292","April","2009","Hypothalamic&Pituitary Hormones&Antioest","April 2009",3981360.79606056
"293","April","2009","Ileostomy Bags","April 2009",3379778.80259705
"294","April","2009","Ileostomy Sets","April 2009",1017.55996704102
"295","April","2009","Immunoglobulins","April 2009",122302.259757996
"296","April","2009","Incontinence Sheath Fixing Strips & Adh","April 2009",22287.4700469971
"297","April","2009","Incontinence Sheaths","April 2009",811313.827261925
"298","April","2009","Indwelling Pleural Cath Drain System","April 2009",3227.5
"299","April","2009","Inhalation Solutions","April 2009",1388.25
"300","April","2009","Intravenous Nutrition","April 2009",2849.36006546021
"301","April","2009","Irrigation Solutions","April 2009",285742.335141182
"302","April","2009","Irrigation Washout Appliances","April 2009",53700.9806690216
"303","April","2009","Laxatives","April 2009",4970056.80839938
"304","April","2009","Leg Bags","April 2009",1498886.99700165
"305","April","2009","Leg Ulcer Wrap","April 2009",372.599990844727
"306","April","2009","Lints","April 2009",2045.4600315094
"307","April","2009","Lipid-Regulating Drugs","April 2009",43135206.946588
"308","April","2009","Local Anaesthesia","April 2009",476313.217560738
"309","April","2009","Local Anaesthetics","April 2009",462.169998168945
"310","April","2009","Local Prepn for Anal & Rectal Disorders","April 2009",1116401.34123075
"311","April","2009","Local Sclerosants","April 2009",51.7600021362305
"312","April","2009","Lubricant Gels","April 2009",32459.0005896091
"313","April","2009","Lymphoedema Garments","April 2009",161765.821206331
"314","April","2009","Metabolic Disorders","April 2009",237857.180801392
"315","April","2009","Minerals","April 2009",1794199.35929835
"316","April","2009","Miscellaneous Ophthalmic Preparations","April 2009",2400045.80848706
"317","April","2009","Miscellaneous Topical Preparations","April 2009",9318.4000903368
"318","April","2009","Mucolytics","April 2009",1584617.93694329
"319","April","2009","Mydriatics And Cycloplegics","April 2009",29072.5900213718
"320","April","2009","Nasal Products","April 2009",15953.9298095703
"321","April","2009","Night Drainage Bags","April 2009",723832.358845949
"322","April","2009","Nit,Calc Block & Other Antianginal Drugs","April 2009",17592001.8370917
"323","April","2009","Oral Film Forming Agents","April 2009",20130.1803894043
"324","April","2009","Oral Nutrition","April 2009",21370340.4410103
"325","April","2009","Other Appliances","April 2009",3712444.54549479
"326","April","2009","Other Endocrine Drugs","April 2009",311488.991516113
"327","April","2009","Other Health Supplements","April 2009",1669991.44174844
"328","April","2009","Other Preparations","April 2009",7717.99023866653
"329","April","2009","Oxygen Masks","April 2009",33.960000038147
"330","April","2009","Peak Flow Meters","April 2009",101160.291533709
"331","April","2009","Plantar Pressure Offloading Device","April 2009",26783.25
"332","April","2009","Plasters","April 2009",3686.40002441406
"333","April","2009","Positive Inotropic Drugs","April 2009",474500.514136374
"334","April","2009","Preparations For Eczema And Psoriasis","April 2009",3674646.86516094
"335","April","2009","Preparations For Warts And Calluses","April 2009",241631.542767704
"336","April","2009","Pressure Plates/Shields","April 2009",3426.61000561714
"337","April","2009","Selective Preparations","April 2009",5200798.39030445
"338","April","2009","Sex Hormones","April 2009",5449336.95555127
"339","April","2009","Sex Hormones & Antag In Malig Disease","April 2009",13247184.0639591
"340","April","2009","Shampoo&Other Preps For Scalp&Hair Cond","April 2009",659140.743990898
"341","April","2009","Silk Garments","April 2009",33993.2799682617
"342","April","2009","Single Substances","April 2009",4461.98005957901
"343","April","2009","Skin Adhesive,Sterile","April 2009",274.599999904633
"344","April","2009","Skin Cleansers,Antiseptics & Desloughing","April 2009",113556.460495651
"345","April","2009","Skin Closure Strips, Sterile","April 2009",4480.83984375
"346","April","2009","Skin Fillers And Protectives","April 2009",1318117.01213741
"347","April","2009","Skin Protectors","April 2009",509354.250965118
"348","April","2009","Soft-Tissue Disorders & Topical Pain Rel","April 2009",2599752.19519567
"349","April","2009","Stockinette","April 2009",1028368.04716945
"350","April","2009","Stoma Caps/Dressings","April 2009",70507.8494224548
"351","April","2009","Stoma Care","April 2009",389.220003128052
"352","April","2009","Sunscreens And Camouflagers","April 2009",590859.217726469
"353","April","2009","Surgical Adhesive Tape","April 2009",172190.541364789
"354","April","2009","Surgical Sutures","April 2009",251.010003805161
"355","April","2009","Suspensory Systems","April 2009",18070.4300575256
"356","April","2009","Swabs","April 2009",171839.91784668
"357","April","2009","Sympathomimetics","April 2009",57789.150391221
"358","April","2009","Systemic Nasal Decongestants","April 2009",51955.0396678448
"359","April","2009","Thyroid And Antithyroid Drugs","April 2009",4193225.5140667
"360","April","2009","Top Local Anaesthetics & Antipruritics","April 2009",117410.930140615
"361","April","2009","Topical Circulatory Preparations","April 2009",54427.1015626192
"362","April","2009","Topical Corticosteroids","April 2009",5061366.60050607
"363","April","2009","Tracheostomy & Laryngectomy Appliances","April 2009",508312.320643663
"364","April","2009","Treatment Of Glaucoma","April 2009",8189410.14147568
"365","April","2009","Treatment Of Vaginal & Vulval Conditions","April 2009",879306.591111422
"366","April","2009","Trusses","April 2009",11902.6200065613
"367","April","2009","Tubing & Accessories","April 2009",5904.39001464844
"368","April","2009","Tubing And Accessories","April 2009",133904.56199801
"369","April","2009","Two Piece Ostomy Systems","April 2009",2626655.79375458
"370","April","2009","Unspecified Dressing","April 2009",1652.56005859375
"371","April","2009","Urinal Systems","April 2009",41808.2898380756
"372","April","2009","Urostomy Bags","April 2009",954998.127628326
"373","April","2009","Vaccines And Antisera","April 2009",402874.895030022
"374","April","2009","Vacuum Pumps for Erectile Dysfunction","April 2009",62821.5607070923
"375","April","2009","Vaginal Dilators","April 2009",5043.36010742188
"376","April","2009","Vaginal Moisturisers","April 2009",40117.7507324219
"377","April","2009","Vaginal PH Correction Products","April 2009",408.75
"378","April","2009","Vehicles and Emulsifying Agents","April 2009",10506.3399143219
"379","April","2009","Venous Ulcer Compression System","April 2009",109716.148733139
"380","April","2009","Vitamins","April 2009",5155877.94000723
"381","April","2009","Waters","April 2009",9494.00012207031
"382","April","2009","Wound Management & other Dressings","April 2009",10683753.9785063
"383","April","2009","Wound Management Products","April 2009",58904.66015625
"384","April","2009","X-Ray Contrast Media","April 2009",314.369995117188
"385","April","2010","Absorbent Cottons","April 2010",5957.52005767822
"386","April","2010","Acids","April 2010",12009.2601864636
"387","April","2010","Acne and Rosacea","April 2010",1839341.00504088
"388","April","2010","Acne Treatment","April 2010",38
"389","April","2010","Acute Diarrhoea","April 2010",432704.520537652
"390","April","2010","Adhesive (Pastes/Sprays/Solutions)","April 2010",6311.70003700256
"391","April","2010","Adhesive Discs/Rings/Pads/Plasters","April 2010",264219.230308533
"392","April","2010","Adhesive Removers (Sprays/Liquids/Wipes)","April 2010",584627.332473755
"393","April","2010","Alcohol, Wines & Spirits","April 2010",68.5999984741211
"394","April","2010","Anaemias + Other Blood Disorders","April 2010",3622669.91164806
"395","April","2010","Anal Irrigation System","April 2010",245697.5
"396","April","2010","Anal Plugs","April 2010",19361.1103515625
"397","April","2010","Analgesics","April 2010",38677620.1104265
"398","April","2010","Anthelmintics","April 2010",28030.0996589661
"399","April","2010","Anti-Arrhythmic Drugs","April 2010",653853.507909775
"400","April","2010","Anti-Infective Eye Preparations","April 2010",585059.671749949
"401","April","2010","Anti-Infective Skin Preparations","April 2010",1889126.6432175
"402","April","2010","Antibacterial Drugs","April 2010",12708238.853547
"403","April","2010","Anticoagulants And Protamine","April 2010",4226716.40542221
"404","April","2010","Antidepressant Drugs","April 2010",17586268.0783839
"405","April","2010","Antiepileptics","April 2010",24652325.8868961
"406","April","2010","Antifibrinolytic Drugs & Haemostatics","April 2010",245298.853271484
"407","April","2010","Antifungal Drugs","April 2010",1470002.17732167
"408","April","2010","Antihist, Hyposensit & Allergic Emergen","April 2010",3758706.45037377
"409","April","2010","Antiperspirants","April 2010",43957.0988769531
"410","April","2010","Antiplatelet Drugs","April 2010",7995971.2753576
"411","April","2010","Antiprotozoal Drugs","April 2010",1061416.77640796
"412","April","2010","Antisecretory Drugs+Mucosal Protectants","April 2010",15487671.1199543
"413","April","2010","Antispasmod.&Other Drgs Alt.Gut Motility","April 2010",2479125.59960556
"414","April","2010","Antiviral Drugs","April 2010",1406765.77522659
"415","April","2010","Arm Sling/Bandages","April 2010",1698017.2310378
"416","April","2010","Aromatic Inhalations","April 2010",1705.22993850708
"417","April","2010","Bag Closures","April 2010",10811.2500219345
"418","April","2010","Bag Covers","April 2010",17435.4800567627
"419","April","2010","Base/Dil/Susp Agents/Stabilisers","April 2010",531620.770011306
"420","April","2010","Belts","April 2010",138345.980127335
"421","April","2010","Beta-Adrenoceptor Blocking Drugs","April 2010",7323421.66354072
